reqs,type,avg,stdev,max,stdevperc
1000,noscone,1.45ms,455.62us,8.16ms,70.14%
1000,noscone,1.41ms,438.03us,7.99ms,69.46%
1000,noscone,1.50ms,470.53us,9.50ms,68.81%
1000,noscone,1.54ms,448.86us,6.42ms,66.76%
1000,noscone,1.52ms,448.82us,8.04ms,67.83%
1000,noscone,1.42ms,440.41us,7.60ms,68.87%
1000,noscone,1.48ms,444.13us,7.96ms,66.68%
1000,noscone,1.44ms,447.09us,8.16ms,67.59%
1000,noscone,1.42ms,449.40us,7.82ms,70.22%
1000,noscone,1.47ms,444.64us,6.74ms,68.29%
1000,noscone,1.54ms,430.61us,8.19ms,67.98%
1000,noscone,1.46ms,423.71us,5.89ms,68.68%
1000,noscone,1.50ms,441.20us,6.56ms,68.51%
1000,noscone,1.52ms,448.01us,7.22ms,66.62%
1000,noscone,1.48ms,448.17us,7.60ms,67.67%
1000,noscone,1.50ms,452.95us,8.42ms,68.34%
1000,noscone,1.43ms,456.76us,14.57ms,70.26%
1000,noscone,1.54ms,430.61us,7.94ms,67.84%
1000,noscone,1.48ms,456.87us,8.92ms,69.60%
1000,noscone,1.43ms,445.21us,6.23ms,67.53%
1000,noscone,1.57ms,435.74us,8.40ms,70.79%
1000,noscone,1.46ms,446.49us,7.05ms,69.31%
1000,noscone,1.47ms,437.07us,7.23ms,67.68%
1000,noscone,1.53ms,426.68us,6.37ms,67.22%
1000,noscone,1.54ms,424.58us,7.06ms,67.77%
1000,noscone,1.53ms,442.60us,6.23ms,67.99%
1000,noscone,1.54ms,449.71us,6.30ms,68.22%
1000,noscone,1.56ms,415.33us,5.92ms,67.52%
1000,noscone,1.45ms,462.69us,11.25ms,71.69%
1000,noscone,1.45ms,452.05us,6.91ms,65.95%
1000,noscone,1.45ms,420.11us,8.01ms,69.86%
1000,noscone,1.46ms,436.09us,8.32ms,69.41%
1000,noscone,1.43ms,430.41us,7.76ms,68.22%
1000,noscone,1.42ms,445.23us,5.96ms,67.79%
1000,noscone,1.48ms,449.84us,9.47ms,67.16%
1000,noscone,1.43ms,471.21us,8.59ms,70.53%
1000,noscone,1.58ms,458.38us,7.89ms,68.47%
1000,noscone,1.48ms,444.74us,13.37ms,69.75%
1000,noscone,1.58ms,430.70us,7.67ms,68.05%
1000,noscone,1.56ms,431.87us,6.26ms,66.62%
1000,noscone,1.47ms,436.84us,6.26ms,66.65%
1000,noscone,1.42ms,427.52us,7.92ms,69.32%
1000,noscone,1.48ms,460.93us,6.19ms,67.01%
1000,noscone,1.47ms,451.70us,7.38ms,68.52%
1000,noscone,1.43ms,425.40us,7.52ms,69.02%
1000,noscone,1.38ms,442.51us,7.94ms,70.30%
1000,noscone,1.48ms,397.46us,8.10ms,68.59%
1000,noscone,1.48ms,446.68us,7.13ms,67.61%
1000,noscone,1.57ms,429.58us,6.50ms,67.48%
1000,noscone,1.42ms,434.22us,6.20ms,67.12%
5000,noscone,1.37ms,507.56us,8.96ms,65.92%
5000,noscone,1.35ms,512.18us,12.14ms,67.48%
5000,noscone,1.37ms,513.38us,10.33ms,64.93%
5000,noscone,1.36ms,499.83us,8.86ms,65.21%
5000,noscone,1.36ms,514.62us,11.35ms,65.62%
5000,noscone,1.36ms,540.90us,9.90ms,68.79%
5000,noscone,1.37ms,499.41us,9.86ms,65.41%
5000,noscone,1.37ms,509.60us,8.19ms,64.34%
5000,noscone,1.36ms,523.24us,14.62ms,66.74%
5000,noscone,1.36ms,496.14us,8.05ms,65.49%
5000,noscone,1.37ms,520.72us,15.27ms,68.10%
5000,noscone,1.37ms,504.36us,7.42ms,65.18%
5000,noscone,1.37ms,507.30us,9.07ms,65.10%
5000,noscone,1.35ms,506.88us,15.01ms,68.32%
5000,noscone,1.35ms,505.80us,7.75ms,65.35%
5000,noscone,1.37ms,526.91us,16.36ms,67.86%
5000,noscone,1.35ms,500.82us,8.41ms,65.05%
5000,noscone,1.35ms,498.17us,9.94ms,66.50%
5000,noscone,1.34ms,496.51us,7.32ms,65.59%
5000,noscone,1.35ms,516.24us,13.95ms,66.78%
5000,noscone,1.37ms,511.37us,9.13ms,65.24%
5000,noscone,1.37ms,508.31us,11.66ms,65.45%
5000,noscone,1.39ms,510.12us,7.10ms,64.23%
5000,noscone,1.35ms,500.54us,8.10ms,65.13%
5000,noscone,1.36ms,503.61us,8.22ms,65.09%
5000,noscone,1.38ms,510.84us,11.21ms,66.12%
5000,noscone,1.36ms,519.18us,11.22ms,65.90%
5000,noscone,1.37ms,498.80us,8.53ms,64.70%
5000,noscone,1.36ms,532.28us,18.69ms,69.03%
5000,noscone,1.36ms,506.45us,8.21ms,65.42%
5000,noscone,1.35ms,504.82us,8.70ms,65.80%
5000,noscone,1.37ms,509.94us,8.61ms,65.07%
5000,noscone,1.38ms,522.41us,9.54ms,65.46%
5000,noscone,1.37ms,499.84us,7.82ms,64.69%
5000,noscone,1.37ms,497.68us,7.64ms,64.29%
5000,noscone,1.35ms,500.42us,7.98ms,64.73%
5000,noscone,1.36ms,502.88us,8.38ms,64.88%
5000,noscone,1.36ms,506.92us,8.14ms,65.72%
5000,noscone,1.35ms,492.27us,8.66ms,66.09%
5000,noscone,1.36ms,514.05us,9.34ms,66.02%
5000,noscone,1.34ms,507.05us,8.29ms,65.67%
5000,noscone,1.36ms,501.78us,8.24ms,65.96%
5000,noscone,1.36ms,501.76us,10.44ms,66.08%
5000,noscone,1.35ms,495.16us,8.75ms,66.06%
5000,noscone,1.36ms,508.74us,15.09ms,65.56%
5000,noscone,1.34ms,549.72us,12.73ms,69.86%
5000,noscone,1.36ms,501.30us,7.48ms,63.74%
5000,noscone,1.35ms,496.40us,8.13ms,65.81%
5000,noscone,1.36ms,500.27us,9.35ms,65.48%
5000,noscone,1.36ms,485.87us,7.54ms,64.53%
10000,noscone,1.50ms,616.15us,15.88ms,70.47%
10000,noscone,1.45ms,587.85us,15.09ms,69.42%
10000,noscone,1.44ms,574.52us,12.85ms,68.54%
10000,noscone,1.46ms,568.88us,11.96ms,67.81%
10000,noscone,1.48ms,595.33us,13.43ms,70.04%
10000,noscone,1.46ms,614.72us,15.84ms,71.01%
10000,noscone,1.47ms,593.20us,14.91ms,68.24%
10000,noscone,1.50ms,632.52us,18.29ms,71.00%
10000,noscone,1.32ms,577.61us,16.80ms,74.74%
10000,noscone,1.48ms,581.39us,11.89ms,68.70%
10000,noscone,1.48ms,576.83us,9.50ms,68.08%
10000,noscone,1.51ms,589.94us,9.63ms,70.06%
10000,noscone,1.45ms,567.31us,11.87ms,68.06%
10000,noscone,1.51ms,578.54us,8.23ms,68.50%
10000,noscone,1.47ms,565.39us,8.30ms,67.95%
10000,noscone,1.49ms,596.87us,13.27ms,68.96%
10000,noscone,1.46ms,578.93us,12.73ms,68.39%
10000,noscone,1.50ms,626.28us,15.48ms,72.52%
10000,noscone,1.41ms,539.28us,9.00ms,68.14%
10000,noscone,1.47ms,568.87us,11.05ms,68.01%
10000,noscone,1.46ms,574.85us,14.17ms,70.21%
10000,noscone,1.48ms,587.46us,17.81ms,70.91%
10000,noscone,1.47ms,589.92us,12.13ms,69.11%
10000,noscone,1.46ms,575.71us,12.94ms,69.16%
10000,noscone,1.51ms,608.89us,13.35ms,68.72%
10000,noscone,1.48ms,619.84us,18.27ms,72.13%
10000,noscone,1.46ms,604.38us,17.09ms,71.38%
10000,noscone,1.43ms,540.87us,7.57ms,67.17%
10000,noscone,1.47ms,583.10us,14.62ms,70.38%
10000,noscone,1.47ms,569.33us,12.71ms,69.67%
10000,noscone,1.47ms,606.15us,15.96ms,69.88%
10000,noscone,1.45ms,609.99us,19.74ms,72.02%
10000,noscone,1.49ms,592.72us,17.30ms,71.27%
10000,noscone,1.46ms,643.20us,22.93ms,74.03%
10000,noscone,1.49ms,639.08us,22.67ms,72.46%
10000,noscone,1.48ms,589.74us,16.54ms,69.26%
10000,noscone,1.50ms,638.05us,19.54ms,73.27%
10000,noscone,1.43ms,546.62us,8.81ms,68.31%
10000,noscone,1.47ms,588.93us,17.71ms,72.59%
10000,noscone,1.45ms,587.16us,14.23ms,71.54%
10000,noscone,1.48ms,579.58us,8.33ms,67.56%
10000,noscone,1.53ms,617.50us,14.34ms,68.44%
10000,noscone,1.46ms,557.24us,11.61ms,68.68%
10000,noscone,1.46ms,575.50us,11.73ms,69.24%
10000,noscone,1.45ms,583.64us,15.58ms,69.40%
10000,noscone,1.45ms,603.34us,16.74ms,70.96%
10000,noscone,1.46ms,607.72us,18.75ms,70.80%
10000,noscone,1.47ms,578.44us,17.10ms,69.82%
10000,noscone,1.46ms,594.58us,13.76ms,69.91%
10000,noscone,1.47ms,549.02us,10.43ms,68.67%
20000,noscone,1.43ms,635.70us,9.92ms,69.30%
20000,noscone,1.49ms,1.66ms,40.74ms,98.12%
20000,noscone,1.48ms,0.95ms,21.66ms,90.24%
20000,noscone,1.42ms,809.71us,23.79ms,84.09%
20000,noscone,1.44ms,763.67us,18.61ms,80.13%
20000,noscone,1.43ms,0.92ms,25.95ms,90.28%
20000,noscone,1.45ms,0.90ms,20.16ms,88.84%
20000,noscone,1.43ms,1.29ms,35.17ms,97.57%
20000,noscone,1.46ms,1.23ms,31.46ms,96.94%
20000,noscone,1.47ms,1.00ms,25.41ms,92.45%
20000,noscone,1.46ms,1.24ms,27.81ms,96.86%
20000,noscone,1.40ms,0.85ms,22.72ms,87.93%
20000,noscone,1.38ms,0.96ms,27.81ms,92.69%
20000,noscone,1.48ms,1.11ms,33.79ms,95.40%
20000,noscone,1.53ms,1.50ms,36.96ms,97.44%
20000,noscone,1.46ms,0.92ms,19.87ms,88.60%
20000,noscone,1.39ms,772.42us,21.97ms,82.74%
20000,noscone,1.10ms,515.67us,14.06ms,83.03%
20000,noscone,1.39ms,740.71us,20.64ms,80.76%
20000,noscone,1.36ms,619.13us,11.53ms,71.87%
20000,noscone,1.40ms,717.40us,25.81ms,78.19%
20000,noscone,1.45ms,1.29ms,26.62ms,96.94%
20000,noscone,1.30ms,775.06us,22.42ms,87.09%
20000,noscone,1.51ms,1.54ms,42.85ms,97.97%
20000,noscone,1.42ms,820.66us,24.62ms,84.79%
20000,noscone,1.54ms,1.87ms,47.20ms,97.90%
20000,noscone,1.27ms,1.09ms,31.54ms,96.83%
20000,noscone,1.45ms,1.03ms,29.95ms,94.03%
20000,noscone,1.41ms,771.30us,25.76ms,81.86%
20000,noscone,1.44ms,1.21ms,31.26ms,96.90%
20000,noscone,1.40ms,1.33ms,47.55ms,98.12%
20000,noscone,1.51ms,1.31ms,28.45ms,96.75%
20000,noscone,1.28ms,1.10ms,34.43ms,97.38%
20000,noscone,1.32ms,756.60us,24.18ms,84.89%
20000,noscone,1.52ms,1.70ms,37.31ms,97.79%
20000,noscone,1.39ms,0.95ms,30.99ms,92.87%
20000,noscone,1.20ms,692.18us,19.30ms,86.03%
20000,noscone,1.32ms,717.13us,22.66ms,83.04%
20000,noscone,1.33ms,603.81us,15.22ms,71.84%
20000,noscone,1.44ms,0.91ms,30.13ms,89.29%
20000,noscone,1.30ms,664.34us,17.33ms,79.51%
20000,noscone,1.46ms,1.19ms,28.42ms,96.73%
20000,noscone,1.32ms,644.14us,13.46ms,74.57%
20000,noscone,1.41ms,0.87ms,21.68ms,88.34%
20000,noscone,1.32ms,773.97us,17.36ms,86.69%
20000,noscone,1.21ms,0.92ms,29.23ms,95.60%
20000,noscone,1.50ms,1.41ms,30.56ms,97.15%
20000,noscone,1.47ms,1.10ms,32.22ms,95.32%
20000,noscone,1.44ms,0.85ms,24.80ms,86.23%
20000,noscone,1.43ms,800.94us,23.46ms,83.10%
40000,noscone,1.33ms,729.49us,21.97ms,75.41%
40000,noscone,1.19ms,814.93us,20.61ms,87.19%
40000,noscone,1.86ms,5.45ms,92.61ms,98.34%
40000,noscone,2.13ms,6.82ms,92.93ms,97.36%
40000,noscone,1.16ms,712.26us,21.02ms,80.53%
40000,noscone,1.25ms,716.42us,17.06ms,77.07%
40000,noscone,1.46ms,2.14ms,65.28ms,99.05%
40000,noscone,4.09ms,21.58ms,259.97ms,97.89%
40000,noscone,1.36ms,653.33us,13.62ms,69.20%
40000,noscone,1.48ms,3.48ms,84.22ms,98.73%
40000,noscone,1.26ms,666.79us,15.47ms,72.15%
40000,noscone,1.77ms,5.17ms,107.71ms,98.65%
40000,noscone,2.28ms,6.86ms,89.79ms,97.06%
40000,noscone,2.00ms,5.44ms,83.26ms,98.16%
40000,noscone,1.66ms,3.52ms,70.85ms,98.68%
40000,noscone,2.00ms,6.24ms,98.30ms,98.11%
40000,noscone,1.16ms,0.92ms,29.31ms,92.94%
40000,noscone,1.41ms,2.23ms,50.66ms,98.96%
40000,noscone,1.54ms,3.01ms,86.40ms,99.09%
40000,noscone,1.76ms,4.70ms,95.81ms,98.68%
40000,noscone,1.14ms,1.20ms,29.57ms,96.84%
40000,noscone,1.29ms,3.03ms,75.14ms,98.78%
40000,noscone,1.51ms,3.71ms,76.42ms,98.54%
40000,noscone,1.26ms,691.13us,16.36ms,73.85%
40000,noscone,8.16ms,42.53ms,407.30ms,96.98%
40000,noscone,1.32ms,3.23ms,89.54ms,98.48%
40000,noscone,1.18ms,771.36us,22.82ms,84.06%
40000,noscone,1.33ms,694.74us,19.02ms,72.46%
40000,noscone,1.24ms,0.86ms,26.78ms,87.53%
40000,noscone,1.44ms,1.07ms,25.49ms,90.84%
40000,noscone,1.28ms,744.92us,13.63ms,78.40%
40000,noscone,1.25ms,789.25us,25.65ms,82.15%
40000,noscone,1.62ms,3.83ms,98.75ms,99.24%
40000,noscone,1.51ms,4.09ms,96.70ms,98.99%
40000,noscone,1.02ms,1.20ms,30.61ms,98.84%
40000,noscone,1.69ms,4.12ms,91.26ms,98.88%
40000,noscone,1.71ms,3.96ms,89.34ms,98.69%
40000,noscone,2.42ms,8.00ms,95.74ms,96.67%
40000,noscone,1.24ms,0.88ms,27.97ms,88.92%
40000,noscone,1.84ms,4.58ms,99.65ms,98.03%
40000,noscone,1.74ms,4.36ms,96.51ms,98.82%
40000,noscone,1.17ms,660.48us,15.08ms,78.08%
40000,noscone,2.12ms,6.27ms,120.96ms,98.32%
40000,noscone,2.77ms,8.56ms,97.28ms,96.35%
40000,noscone,1.41ms,1.40ms,36.58ms,97.71%
40000,noscone,1.41ms,2.23ms,64.80ms,99.00%
40000,noscone,1.98ms,6.17ms,90.18ms,97.76%
40000,noscone,4.51ms,21.34ms,248.06ms,97.09%
40000,noscone,1.98ms,5.58ms,94.66ms,98.16%
40000,noscone,5.52ms,29.68ms,318.98ms,97.37%
60000,noscone,5.71ms,27.80ms,323.84ms,97.15%
60000,noscone,3.48ms,14.07ms,192.38ms,96.91%
60000,noscone,4.95ms,20.79ms,208.13ms,96.77%
60000,noscone,1.38ms,2.97ms,63.94ms,98.50%
60000,noscone,6.00ms,25.33ms,282.37ms,96.24%
60000,noscone,1.31ms,3.39ms,68.86ms,98.15%
60000,noscone,5.38ms,23.79ms,274.43ms,96.53%
60000,noscone,4.25ms,19.12ms,237.57ms,96.95%
60000,noscone,4.65ms,21.39ms,253.82ms,97.37%
60000,noscone,1.69ms,4.62ms,97.22ms,97.75%
60000,noscone,3.26ms,13.71ms,183.68ms,97.04%
60000,noscone,5.56ms,23.66ms,254.59ms,96.51%
60000,noscone,2.17ms,7.23ms,104.90ms,96.66%
60000,noscone,1.60ms,4.14ms,82.56ms,98.54%
60000,noscone,1.82ms,5.55ms,96.64ms,97.99%
60000,noscone,1.39ms,1.31ms,29.01ms,93.51%
60000,noscone,1.19ms,0.99ms,26.50ms,91.52%
60000,noscone,0.89ms,576.15us,16.90ms,89.52%
60000,noscone,1.64ms,3.97ms,73.47ms,98.32%
60000,noscone,0.96ms,711.02us,19.92ms,92.24%
60000,noscone,1.37ms,3.73ms,68.42ms,98.13%
60000,noscone,1.28ms,1.08ms,25.22ms,92.37%
60000,noscone,0.91ms,0.95ms,39.87ms,97.86%
60000,noscone,1.49ms,4.79ms,111.68ms,98.41%
60000,noscone,1.32ms,0.94ms,20.98ms,85.64%
60000,noscone,0.87ms,609.67us,20.43ms,93.78%
60000,noscone,1.50ms,3.25ms,73.28ms,98.14%
60000,noscone,1.14ms,1.29ms,32.90ms,96.22%
60000,noscone,2.06ms,6.05ms,107.97ms,97.86%
60000,noscone,1.40ms,1.21ms,20.75ms,92.06%
60000,noscone,1.05ms,1.13ms,32.96ms,96.17%
60000,noscone,1.17ms,1.31ms,28.29ms,95.59%
60000,noscone,1.39ms,1.26ms,33.02ms,93.18%
60000,noscone,1.10ms,1.23ms,30.54ms,95.84%
60000,noscone,30.22ms,98.91ms,591.36ms,91.95%
60000,noscone,1.04ms,812.36us,17.90ms,91.65%
60000,noscone,1.37ms,1.10ms,18.14ms,90.44%
60000,noscone,1.17ms,1.32ms,30.50ms,95.60%
60000,noscone,5.32ms,24.67ms,295.68ms,96.90%
60000,noscone,1.19ms,0.90ms,16.45ms,88.64%
60000,noscone,2.48ms,7.81ms,139.65ms,96.91%
60000,noscone,1.09ms,1.25ms,30.38ms,96.43%
60000,noscone,1.32ms,2.20ms,60.00ms,97.63%
60000,noscone,1.80ms,5.05ms,87.30ms,98.20%
60000,noscone,1.25ms,1.57ms,38.46ms,96.33%
60000,noscone,1.08ms,1.53ms,39.55ms,97.32%
60000,noscone,1.25ms,1.04ms,19.95ms,91.94%
60000,noscone,1.54ms,2.92ms,68.22ms,98.16%
60000,noscone,2.00ms,6.46ms,128.77ms,98.47%
60000,noscone,1.58ms,4.51ms,96.90ms,98.42%
80000,noscone,3.05ms,9.72ms,150.14ms,96.37%
80000,noscone,0.95ms,775.64us,22.93ms,94.06%
80000,noscone,1.39ms,3.10ms,55.01ms,97.22%
80000,noscone,3.16ms,5.99ms,101.18ms,91.45%
80000,noscone,1.32ms,4.82ms,91.46ms,98.67%
80000,noscone,1.70ms,2.89ms,38.94ms,93.79%
80000,noscone,1.27ms,1.78ms,43.36ms,95.21%
80000,noscone,1.89ms,4.43ms,70.08ms,95.65%
80000,noscone,1.19ms,1.37ms,24.00ms,93.74%
80000,noscone,2.34ms,4.67ms,93.18ms,93.26%
80000,noscone,0.97ms,1.12ms,31.78ms,96.67%
80000,noscone,1.26ms,3.21ms,57.54ms,98.17%
80000,noscone,2.52ms,5.05ms,72.77ms,93.28%
80000,noscone,1.06ms,0.88ms,20.75ms,91.80%
80000,noscone,3.99ms,8.13ms,85.18ms,91.45%
80000,noscone,3.08ms,7.31ms,112.96ms,94.11%
80000,noscone,13.51ms,42.91ms,307.46ms,91.87%
80000,noscone,4.66ms,12.31ms,168.45ms,93.56%
80000,noscone,11.73ms,41.32ms,390.40ms,94.03%
80000,noscone,5.17ms,24.44ms,263.42ms,96.63%
80000,noscone,3.60ms,7.36ms,102.40ms,92.37%
80000,noscone,4.10ms,14.52ms,178.30ms,95.27%
80000,noscone,1.04ms,0.95ms,24.66ms,92.93%
80000,noscone,3.39ms,6.88ms,96.38ms,92.01%
80000,noscone,1.08ms,3.37ms,75.71ms,98.80%
80000,noscone,2.83ms,5.43ms,83.58ms,92.36%
80000,noscone,4.40ms,7.91ms,119.74ms,90.79%
80000,noscone,0.91ms,0.90ms,25.39ms,97.66%
80000,noscone,3.01ms,8.63ms,140.42ms,95.63%
80000,noscone,0.99ms,1.01ms,26.66ms,95.44%
80000,noscone,2.42ms,5.23ms,77.63ms,94.30%
80000,noscone,1.28ms,2.57ms,58.69ms,97.18%
80000,noscone,4.76ms,18.10ms,228.74ms,95.86%
80000,noscone,3.15ms,14.94ms,283.39ms,97.20%
80000,noscone,1.68ms,2.27ms,38.66ms,92.93%
80000,noscone,2.29ms,7.83ms,134.53ms,97.17%
80000,noscone,1.82ms,5.73ms,86.59ms,97.54%
80000,noscone,5.03ms,9.36ms,94.02ms,90.39%
80000,noscone,2.32ms,5.52ms,82.69ms,94.85%
80000,noscone,0.89ms,1.08ms,38.34ms,98.13%
80000,noscone,5.03ms,12.57ms,197.12ms,93.41%
80000,noscone,11.05ms,39.04ms,389.38ms,93.55%
80000,noscone,1.38ms,3.11ms,57.76ms,97.35%
80000,noscone,3.82ms,7.90ms,113.73ms,92.16%
80000,noscone,1.14ms,1.11ms,20.96ms,92.70%
80000,noscone,1.94ms,6.66ms,93.25ms,97.45%
80000,noscone,4.49ms,8.49ms,88.77ms,90.54%
80000,noscone,1.38ms,2.89ms,52.13ms,97.45%
80000,noscone,2.11ms,3.41ms,70.66ms,91.45%
80000,noscone,5.90ms,13.34ms,184.19ms,92.37%
1000,scone-async,1.60ms,436.06us,7.85ms,67.51%
1000,scone-async,1.68ms,441.54us,5.87ms,67.94%
1000,scone-async,1.70ms,452.02us,8.04ms,69.09%
1000,scone-async,1.63ms,445.71us,6.93ms,68.13%
1000,scone-async,1.73ms,433.31us,8.65ms,68.44%
1000,scone-async,1.72ms,430.52us,6.64ms,68.76%
1000,scone-async,1.64ms,451.66us,6.96ms,68.21%
1000,scone-async,1.68ms,458.65us,7.48ms,67.03%
1000,scone-async,1.68ms,468.78us,7.54ms,68.56%
1000,scone-async,1.54ms,445.64us,7.42ms,67.72%
1000,scone-async,1.63ms,465.29us,7.99ms,67.25%
1000,scone-async,1.64ms,439.18us,9.82ms,68.30%
1000,scone-async,1.73ms,456.89us,8.66ms,67.15%
1000,scone-async,1.49ms,448.69us,6.94ms,67.71%
1000,scone-async,1.54ms,468.96us,13.32ms,68.93%
1000,scone-async,1.53ms,441.43us,7.88ms,69.74%
1000,scone-async,1.68ms,443.64us,7.67ms,68.04%
1000,scone-async,1.62ms,469.81us,12.05ms,71.13%
1000,scone-async,1.67ms,449.04us,8.33ms,68.00%
1000,scone-async,1.73ms,442.39us,6.50ms,66.52%
1000,scone-async,1.52ms,437.90us,8.03ms,68.26%
1000,scone-async,1.53ms,431.51us,6.91ms,69.90%
1000,scone-async,1.52ms,450.64us,8.41ms,68.08%
1000,scone-async,1.53ms,452.79us,14.67ms,70.70%
1000,scone-async,1.55ms,447.66us,7.39ms,67.66%
1000,scone-async,1.58ms,441.52us,7.26ms,68.33%
1000,scone-async,1.60ms,426.20us,7.90ms,69.58%
1000,scone-async,1.55ms,455.16us,8.69ms,68.17%
1000,scone-async,1.54ms,442.39us,7.70ms,68.29%
1000,scone-async,1.67ms,440.24us,7.96ms,68.37%
1000,scone-async,1.57ms,450.57us,7.41ms,67.15%
1000,scone-async,1.54ms,433.38us,7.83ms,68.34%
1000,scone-async,1.66ms,448.31us,7.07ms,68.05%
1000,scone-async,1.64ms,439.13us,6.24ms,67.75%
1000,scone-async,1.54ms,454.56us,11.40ms,68.88%
1000,scone-async,1.58ms,432.78us,6.99ms,68.67%
1000,scone-async,1.62ms,430.94us,7.32ms,69.42%
1000,scone-async,1.61ms,470.16us,8.18ms,68.87%
1000,scone-async,1.70ms,436.86us,7.76ms,68.48%
1000,scone-async,1.60ms,455.38us,6.60ms,67.53%
1000,scone-async,1.67ms,466.48us,8.51ms,68.47%
1000,scone-async,1.72ms,440.99us,6.74ms,68.36%
1000,scone-async,1.57ms,452.33us,6.54ms,68.38%
1000,scone-async,1.65ms,430.81us,6.54ms,68.51%
1000,scone-async,1.51ms,432.57us,9.75ms,67.96%
1000,scone-async,1.68ms,457.49us,7.61ms,67.48%
1000,scone-async,1.53ms,429.71us,5.89ms,67.20%
1000,scone-async,1.54ms,435.16us,6.76ms,67.17%
1000,scone-async,13.87ms,88.81ms,1.00s,97.78%
1000,scone-async,1.58ms,459.77us,7.08ms,68.28%
5000,scone-async,1.47ms,525.07us,12.21ms,67.16%
5000,scone-async,1.47ms,542.98us,15.43ms,68.16%
5000,scone-async,1.49ms,516.17us,9.10ms,66.21%
5000,scone-async,1.49ms,523.13us,10.80ms,67.26%
5000,scone-async,1.48ms,518.01us,11.74ms,68.93%
5000,scone-async,1.46ms,519.81us,16.78ms,68.46%
5000,scone-async,1.45ms,497.30us,7.15ms,66.26%
5000,scone-async,1.46ms,512.54us,7.18ms,66.31%
5000,scone-async,1.47ms,510.02us,7.90ms,66.66%
5000,scone-async,1.46ms,517.17us,9.40ms,66.23%
5000,scone-async,1.48ms,529.83us,8.42ms,66.84%
5000,scone-async,1.46ms,514.90us,9.42ms,67.02%
5000,scone-async,1.46ms,506.27us,9.03ms,65.89%
5000,scone-async,1.47ms,501.83us,8.32ms,66.76%
5000,scone-async,1.45ms,514.61us,13.79ms,67.33%
5000,scone-async,1.47ms,519.97us,9.76ms,66.28%
5000,scone-async,1.47ms,513.66us,13.15ms,67.07%
5000,scone-async,1.48ms,543.01us,17.33ms,69.35%
5000,scone-async,1.47ms,558.47us,19.42ms,70.81%
5000,scone-async,1.47ms,521.01us,7.97ms,66.42%
5000,scone-async,1.46ms,540.90us,15.46ms,70.40%
5000,scone-async,1.48ms,532.52us,8.97ms,67.05%
5000,scone-async,1.45ms,510.92us,7.36ms,67.23%
5000,scone-async,1.46ms,505.10us,8.63ms,66.21%
5000,scone-async,1.46ms,518.46us,10.17ms,67.20%
5000,scone-async,1.46ms,511.10us,10.77ms,66.47%
5000,scone-async,1.50ms,519.80us,11.91ms,67.22%
5000,scone-async,1.46ms,510.70us,8.59ms,66.27%
5000,scone-async,1.51ms,532.61us,8.82ms,67.46%
5000,scone-async,1.49ms,515.87us,9.30ms,66.38%
5000,scone-async,1.47ms,520.92us,11.23ms,67.77%
5000,scone-async,1.46ms,492.38us,7.71ms,66.05%
5000,scone-async,1.49ms,514.05us,7.84ms,66.31%
5000,scone-async,1.47ms,516.95us,12.23ms,65.95%
5000,scone-async,1.51ms,532.06us,9.14ms,66.87%
5000,scone-async,1.49ms,524.09us,11.66ms,68.76%
5000,scone-async,1.47ms,513.09us,8.06ms,66.67%
5000,scone-async,1.47ms,531.59us,13.96ms,67.01%
5000,scone-async,1.44ms,494.81us,7.56ms,66.87%
5000,scone-async,1.47ms,515.32us,8.94ms,66.79%
5000,scone-async,1.47ms,516.87us,8.03ms,66.20%
5000,scone-async,1.47ms,519.37us,8.06ms,66.74%
5000,scone-async,1.48ms,508.96us,9.14ms,66.63%
5000,scone-async,1.49ms,546.17us,17.38ms,70.64%
5000,scone-async,1.49ms,542.38us,11.63ms,69.91%
5000,scone-async,1.45ms,517.09us,12.85ms,66.89%
5000,scone-async,1.49ms,510.91us,7.63ms,66.71%
5000,scone-async,1.48ms,501.61us,7.44ms,66.35%
5000,scone-async,1.50ms,542.48us,10.81ms,67.45%
5000,scone-async,1.48ms,512.75us,7.06ms,66.50%
10000,scone-async,1.80ms,733.07us,20.02ms,68.54%
10000,scone-async,1.81ms,738.15us,16.83ms,68.20%
10000,scone-async,1.66ms,650.09us,13.76ms,70.95%
10000,scone-async,1.69ms,647.93us,14.70ms,68.61%
10000,scone-async,1.80ms,746.20us,20.18ms,71.00%
10000,scone-async,1.75ms,693.04us,13.93ms,68.78%
10000,scone-async,1.79ms,713.94us,16.62ms,68.33%
10000,scone-async,1.71ms,675.48us,10.70ms,68.52%
